Sukunimi;Yhteensä
Tenn;23
Tennberg;69
Tenni;32
Tennilä;182
Tennivaara;36
Tenno;86
Teno;35
Tenovirta;30
Tenovuo;20
Tentke;36
Tenttula;23
Teperi;185
Teponoja;25
Teppala;24
Teppana;61
Teppinen;34
Teppo;598
Teppola;241
Tepponen;456
Tepsa;198
Tepsell;30
Terä;41
Teränen;76
Teräntö;37
Teräs;411
Teräsaho;25
Teräslahti;55
Teräsniska;24
Teräsvirta;44
Teräsvuori;41
Terävä;517
Teräväinen;697
Terenius;29
Terentjeff;21
Tergujeff;22
Terhemaa;20
Terho;931
Terhonen;22
Teriö;74
Terkki;27
Terkomaa;20
Termonen;260
Ternava;29
Tero;167
Teronen;133
Tertsonen;31
Tertsunen;132
Terva;27
Terva-aho;30
Tervaharju;28
Tervahartiala;119
Tervahauta;225
Tervakangas;231
Tervakari;30
Tervakoski;125
Tervala;297
Tervalahti;28
Tervalammi;35
Tervamaa;24
Tervamäki;265
Tervanen;107
Tervaniemi;209
Tervaoja;37
Tervaportti;37
Tervapuro;38
Tervashonka;58
Tervaskangas;23
Tervaskanto;45
Tervasmäki;91
Terviö;34
Tervo;2897
Tervoja;26
Tervola;281
Tervomaa;32
Tervonen;1891
Tetri;270
Teuho;99
Teurajärvi;38
Teuri;50
Teurokoski;42
Teva;41
Tevajärvi;50
Tevaniemi;40
Tevilin;28
Thapa;46
Theman;72
Therman;70
Thesleff;36
Thessler;45
Thesslund;97
Thessman;34
Thiel;47
Thil;144
Thilman;69
Thind;28
Thitz;63
Thodén;85
Thölix;72
Thomander;74
Thomas;141
Thomasfolk;42
Thomasson;133
Thomé;25
Thomenius;30
Thompson;103
Thomsen;31
Thomson;59
Thomssen;24
Thomsson;34
Thorén;20
Thorman;22
Thorn;22
Thorne;20
Thörnroos;33
Thors;127
Thorström;48
Thulin;22
Thun;41
Thuneberg;33
Thure;85
Thurén;100
Thureson;30
Thurman;45
Thusberg;112
Thylin;141
Thynell;20
Tiainen;4767
Tiala;224
Tiaskorpi;45
Tick;124
Ticklén;25
Tidenberg;68
Tie;30
Tieaho;61
Tielinen;221
Tienaho;54
Tienari;114
Tienhaara;452
Tienpää;30
Tiensivu;37
Tiensuu;652
Tienvieri;112
Tieranta;32
Tiermas;127
Tiesmäki;22
Tietäväinen;311
Tieva;30
Tiger;27
Tigerstedt;113
Tihilä;51
Tihinen;429
Tihtonen;37
Tihula;72
Tihveräinen;108
Tiihala;24
Tiihamäki;25
Tiihonen;2295
Tiikasalo;48
Tiikkainen;368
Tiikkaja;335
Tiikkala;42
Tiili;111
Tiiliharju;33
Tiilikainen;1613
Tiilikka;343
Tiililä;30
Tiilola;36
Tiimo;52
Tiimonen;75
Tiinanen;95
Tiinus;75
Tiiperi;53
Tiippana;198
Tiira;250
Tiirakari;55
Tiiri;70
Tiirikainen;358
Tiirikka;51
Tiirikkala;20
Tiirinki;27
Tiiro;177
Tiirola;226
Tiisala;70
Tiisanoja;49
Tiisjärvi;23
Tiistola;90
Tiitinen;1033
Tiitola;132
Tiitta;218
Tiittala;23
Tiittanen;711
Tiitto;322
Tiittula;25
Tiitu;69
Tiiva;46
Tiivola;20
Tikakoski;28
Tikander;218
Tikanmäki;114
Tikanniemi;20
Tikanoja;123
Tikka;2684
Tikkakoski;230
Tikkala;806
Tikkalahti;23
Tikkamäki;154
Tikkanen;5372
Tikkaoja;54
Tikkinen;183
Tikko;39
Tikkunen;73
Tila;82
Tilaeus;48
Tilander;122
Tilder;22
Tilja;57
Tiljander;123
Tillaeus;43
Tillander;111
Tillanen;104
Tilles;85
Tillgren;55
Tilli;607
Tillikainen;41
Tillman;122
Tillonen;94
Tilsala;34
Tiltti;27
Tilus;225
Tilvis;97
Timberg;69
Timgren;116
Timisjärvi;34
Timlin;383
Timmerbacka;106
Timo;65
Timofeev;23
Timofeeva;22
Timoharju;33
Timola;22
Timonen;4443
Timonen-Nissi;31
Timosaari;40
Timoska;57
Timoskainen;176
Timperi;393
Tinell;40
Tingander;35
Tingvall;23
Tinkanen;66
Tinnilä;81
Tiri;203
Tirilä;32
Tirinen;38
Tirkkonen;2391
Tirranen;45
Tirri;320
Tirronen;661
Tirroniemi;177
Tissari;1047
Tistelgren;59
Titoff;53
Titola;22
Titov;40
Titova;21
Tittonen;83
Tiukka;31
Tiukkanen;78
Tiura;106
Tiuraniemi;165
Tiusanen;581
Tiussa;45
Tiuttu;29
Tjäder;65
Tjeder;26
Tjukanov;25
Tjurin;78
Tkachenko;27
Tmava;24
To;33
Tobiasson;38
Tobin;20
Tocklin;28
Toffer;22
Tofferi;237
Tohila;26
Tohka;97
Tohkanen;26
Tohmo;148
Tohmola;57
Tohni;65
Tohola;35
Töhönen;79
Tohu;32
Toija;49
Toijala;76
Toijanaho;33
Toijanen;26
Toijonen;157
Toikander;95
Toikka;1473
Toikkanen;976
Toikko;38
Toikkonen;45
Toimela;199
Toimi;28
Toiminen;105
Toiskallio;20
Toitturi;38
Toiva;135
Toivainen;378
Toivakainen;63
Toivakka;283
Toivanen;5353
Toivari;293
Toivettula;28
Toiviainen;895
Toivio;408
Toivo;286
Toivokoski;51
Toivola;2053
Toivomäki;38
Toivonen;8682
Toivoniemi;187
Toivonoja;53
Tojkander;45
Tokee;54
Tokkari;49
Tökkäri;20
Tökkeri;20
Tokko;20
Tokkola;32
Tokoi;60
Tokola;539
Tola;27
Tolamo;21
Tolin;47
Toljamo;209
Toljander;76
Tolkki;277
Tolkkinen;119
Tölkkö;56
Tollander;30
Tollet;36
Tölli;1085
Töllikkö;89
Töllinen;54
Tollman;21
Tollola;33
Tölmälä;30
Tolmunen;206
Tölö;33
Tolonen;4256
Tolpanniemi;37
Tolppa;121
Tolppala;66
Tolppanen;491
Tolppi;121
Tolppola;52
Tolsa;190
Tolska;20
Tolvanen;3828
Tolvi;67
Tolvila;35
Tomann;22
Tomberg;63
Tomell;22
Tomi;26
Tömisevä;33
Tommila;638
Tomminen;218
Tommiska;178
Tommola;377
Tomperi;331
Tomppo;70
Tompuri;185
Tomukorpi;44
Tomula;29
Tomunen;24
Tonder;67
Tong;23
Toni;24
Tönkyrä;26
Tönning;28
Tonteri;659
Töntsi;43
Tontti;341
Tonttila;207
Toom;32
Toorikka;45
Toots;23
Topelius;20
Topi;53
Topi-Hulmi;22
Topio;28
Topo;22
Toponen;36
Topp;23
Toppala;63
Töppärä;34
Toppari;376
Toppi;180
Toppila;340
Toppinen;597
Topra;42
Torala;34
Toratti;95
Torenius;54
Törhönen;142
Torikka;599
Torila;41
Toriseva;115
Torjama;23
Torkell;40
Torkkel;265
Torkkeli;597
Torkki;144
Torkko;252
Torkkola;251
Törmä;958
Törmäkangas;137
Törmälä;530
Törmälehto;213
Törmänen;1997
Törmi;93
Törmikoski;208
Tormilainen;26
Tormonen;35
Torn;42
Törn;133
Tornberg;552
Törnberg;26
Törnblom;157
Törne;64
Törngren;24
Torni;127
Törni;41
Torniainen;750
Tornikoski;153
Torninoja;33
Tornio;36
Tornivaara;21
Tornivuori;22
Törnkvist;29
Törnqvist;565
Törnroos;424
Törnroth;43
Törnström;97
Törnvall;104
Törnwall;32
Toro;120
Törö;93
Toroi;182
Torola;26
Törölä;86
Toronen;62
Törönen;107
Toropainen;920
Toroska;69
Toroskainen;107
Torp;49
Torpakko;61
Torpo;92
Torppa;368
Torppala;42
Torpström;29
Torra;33
Torres;34
Torri;145
Torrkulla;30
Torro;108
Törrö;124
Törrönen;711
Torssonen;181
Torstensson;73
Torsti;125
Torttila;83
Torvalds;21
Torvasti;65
Torvela;126
Torvelainen;31
Torvi;195
Torvikoski;172
Torvinen;1442
Toskala;54
Tossavainen;1591
Tosun;43
Tötterman;242
Tötterström;74
Töttö;26
Touhonen;32
Touhunen;25
Toukkari;76
Toukola;173
Toukolehto;26
Toukomaa;22
Toukonen;119
Toukoniemi;26
Toukoniitty;32
Toukovalkama;31
Tounas;20
Toura;122
Touray;66
Touronen;93
Touru;183
Tourunen;385
Toveri;26
Töykkälä;116
Töyli;91
Töyrä;58
Töyrälä;42
Töyräs;108
Töyri;21
Töyry;138
Töyrylä;659
Töyrynen;28
Töysä;39
Töyssy;21
Töytäri;97
Träff;98
Tran;876
Tranberg;75
Traore;25
Trapp;26
Träsk;83
Träskbäck;41
Träskelin;176
Träskman;61
Träskvik;30
Trast;107
Tretjakov;34
Treuthardt;44
Trieu;30
Triipponen;41
Trinh;35
Troberg;178
Trofimov;30
Trög;57
Trogen;157
Trontti;21
Truhponen;84
Truong;78
Trygg;215
Tryyki;68
Tschesmenski;20
Tschokkinen;54
Tsernov;20
Tsokkinen;85
Tsupari;62
Tsupukka;38
Tsurkka;40
Tsutsunen;105
Tucker;25
Tudeer;22
Tuhkala;113
Tuhkalainen;101
Tuhkanen;1519
Tuhkasaari;68
Tuhkio;57
Tuhkunen;85
Tuhola;56
Tuikka;467
Tuikkala;156
Tuikkanen;250
Tuila;20
Tuimala;150
Tuira;50
Tuisku;766
Tuiskula;62
Tuiskunen;74
Tuittu;94
Tujula;221
Tujunen;157
Tukala;37
Tukeva;85
Tuki;21
Tukia;475
Tukiainen;1632
Tukio;56
Tukki;34
Tukkikoski;23
Tukkimäki;24
Tukkinen;26
Tukkiniemi;36
Tukonen;52
Tulander;60
Tulasalo;27
Tulenheimo;53
Tulensalo;55
Tuli;28
Tuliainen;40
Tulijoki;81
Tulikoura;49
Tulilahti;39
Tulimaa;47
Tulimäki;59
Tulinen;40
Tuliniemi;80
Tulirinta;32
Tulisalmi;41
Tulisalo;101
Tulkki;311
Tulla;270
Tullila;82
Tullinen;59
Tuloisela;33
Tulokas;278
Tulonen;531
Tulppo;134
Tumanoff;31
Tumelius;117
Tumppila;28
Tunkelo;30
Tunkkari;203
Tunnela;39
Tunninen;52
Tunttunen;46
Tunturi;262
Tunturila;32
Tunturivuori;53
Tuohenmaa;39
Tuohi;40
Tuohilampi;26
Tuohiluoma;30
Tuohimaa;750
Tuohimäki;99
Tuohimetsä;84
Tuohinen;46
Tuohineva;21
Tuohiniemi;87
Tuohino;260
Tuohinto;41
Tuohioja;48
Tuohisaari;37
Tuohisto-Kokko;33
Tuokila;70
Tuokko;643
Tuokkola;241
Tuoma;133
Tuomaala;1594
Tuomaila;25
Tuomainen;1730
Tuomala;589
Tuomanen;73
Tuomarila;24
Tuomarla;32
Tuomarmäki;48
Tuomas;75
Tuomela;1561
Tuomenharju;24
Tuomennoro;32
Tuomenoja;83
Tuomenoksa;31
Tuomenpuro;21
Tuomi;3257
Tuomiaho;27
Tuomialho;24
Tuomiharju;33
Tuomikanta;21
Tuomikko;21
Tuomikoski;853
Tuomilaakso;28
Tuomilehto;68
Tuomimaa;21
Tuomimäki;74
Tuominen;12241
Tuominiemi;416
Tuomi-Nikula;42
Tuomioja;74
Tuomioksa;20
Tuomiranta;148
Tuomisaari;62
Tuomisalo;227
Tuomisoja;25
Tuomisto;1926
Tuomivaara;352
Tuomivirta;92
Tuomola;1367
Tuomolin;37
Tuomonen;52
Tuompo;38
Tuononen;1198
Tuoreniemi;26
Tuores;34
Tuoresmäki;26
Tuoretmaa;23
Tuori;297
Tuorila;291
Tuorilainen;26
Tuoriniemi;235
Tuormaa;50
Tuosa;39
Tuovila;622
Tuovinen;3814
Tupakka;35
Tupala;332
Tupamäki;117
Tupasela;56
Tupeli;100
Tupila;50
Tupitsa;44
Tupola;49
Tuppela;32
Tuppi;69
Tuppurainen;1065
Tuppuri;26
Tura;80
Turakainen;82
Turan;20
Turhanen;55
Turigin;33
Turja;461
Turkama;30
Turkia;678
Turkka;274
Turkkelin;26
Turkki;691
Turkkila;197
Turkkinen;23
Turkko;23
Turklin;71
Türkmen;37
Turku;244
Turkulainen;279
Turma;24
Turner;55
Turpeenniemi;98
Turpeenoja;74
Turpeinen;3106
Turpela;115
Turpiainen;31
Turppa;67
Turppo;76
Tursas;40
Turta;75
Turtia;169
Turtiainen;1462
Turtinen;282
Turtio;50
Turto;62
Turtola;86
Turtonen;47
Turu;84
Turula;128
Turunen;13119
Turusenaho;30
Turva;24
Turvala;27
Turvanen;32
Turve;39
Turves;22
Tusa;132
Tuttavainen;73
Tutti;50
Tuuha;72
Tuukkala;28
Tuukkanen;982
Tuulaniemi;121
Tuulari;47
Tuulas;68
Tuulenkari;27
Tuulenmäki;33
Tuulensuu;132
Tuuli;218
Tuuliainen;234
Tuulikangas;28
Tuulinen;30
Tuuliniemi;39
Tuulio;35
Tuulivaara;23
Tuulkari;21
Tuulos;85
Tuumanen;31
Tuumi;22
Tuuna;74
Tuunainen;577
Tuunala;35
Tuunanen;797
Tuunela;28
Tuupainen;76
Tuupanen;238
Tuuppa;27
Tuura;296
Tuurala;140
Tuure;172
Tuuri;654
Tuurihalme;30
Tuurinkoski;41
Tuurinmäki;33
Tuurna;41
Tuusa;195
Tuusjärvi;60
Tuutijärvi;86
Tuutti;224
Tuuttila;68
Tuuttu;34
Tuuva;112
Tuviala;57
Tverin;89
Tvilling;20
Tyhtilä;29
Tykkä;142
Tykkälä;49
Tykkyläinen;319
Tylli;174
Tyllilä;50
Tyllinen;71
Tynell;28
Tyni;1546
Tynjä;33
Tynjälä;232
Tynkkinen;28
Tynkky;52
Tynkkynen;1327
Tynni;35
Tynnilä;56
Tynninen;104
Tynskä;29
Tynys;224
Työlahti;38
Työppönen;67
Typpi;31
Typpö;357
Tyrisevä;60
Tyrjälä;20
Tyrkkö;122
Tyrmi;98
Tyrni;59
Tyrväinen;655
Tyry;52
Tyrylahti;21
Tyster;25
Tytärniemi;60
Tyvelä;49
Tyvi;41
Tyvijärvi;36
Tyviö;31
Tyybäkinoja;64
Tyykilä;61
Tyykiluoto;34
Tyynelä;439
Tyynilä;36
Tyynismaa;175
Tyynysniemi;37
Tyyskä;427
Tyystälä;66
Tyystjärvi;25
Tyyvi;34
Udd;452
Uddin;33
Uddström;77
Udelius;64
Uggelberg;43
Uggeldahl;73
Uhari;21
Uhlbäck;139
Uhlenius;62
Uhlgren;64
Uhlgrén;24
Uhre;83
Uhrman;22
Uhtakari;22
Uimaniemi;59
Uimari;21
Uimarihuhta;34
Uimi;57
Uimonen;978
Uino;20
Uittamo;43
Uitti;92
Uitto;769
Uittomäki;29
Uitus;24
Ujainen;23
Ujala;28
Ujanen;51
Ukko;32
Ukkola;874
Ukkonen;1846
Ukonaho;160
Ukonmaanaho;95
Ukonmäki;45
Ukonmurto;29
Ukonsaari;26
Uksila;31
Ukskoski;93
Ukura;90
Ulander;135
Ulanen;31
Ulaska;33
Ulenius;92
Ulfstedt;44
Ulfvens;29
Ulfves;57
Uljala;34
Uljanoff;31
Uljas;235
Uljens;26
Uljonen;22
Ulkoniemi;22
Ulkuniemi;207
Ullah;22
Ullakko;57
Ullakonoja;42
Ullberg;26
Ullgren;176
Ullgrén;25
Ullner;24
Ulma;34
Ulmala;70
Ulmanen;553
Ulmonen;37
Uludag;34
Ulvi;59
Ulvila;162
Ulvinen;259
Ulvo;23
Umpala;26
Ünal;31
Unelius;40
Ung;31
Unga;70
Unger;37
Unhola;57
Unkari;20
Unkeri;22
Unkila;61
Unkuri;191
Unnaslahti;35
Unnbom;25
Unonius;25
Untamala;46
Untamo;27
Untinen;159
Untola;26
Uola;71
Uolamo;42
Uomala;23
Uosukainen;466
Uoti;141
Uotila;2126
Uotinen;646
Upla;45
Upola;74
Uponen;32
Uppa;107
Uppala;35
Uppgård;82
Ura;31
Uramo;23
Urataipale;22
Urho;121
Urholin;32
Urhonen;125
Urjanheimo;23
Urjansson;32
Urjo;31
Urkko;38
Urmas;65
Uro;77
Uronen;364
Urpalainen;170
Urpanen;50
Urpela;23
Urpelainen;56
Urpi;40
Urpilainen;376
Urpinen;27
Urpiola;24
Urpo;80
Urpola;39
Urponen;94
Urpulahti;21
Urpunen;44
Urrila;48
Ursin;386
Ursinius;35
Ursinus;23
Urtti;50
Urvanta;21
Urvas;38
Urvikko;22
Uschanoff;53
Uschanov;133
Usenius;40
Uskali;97
Uskelin;36
Uski;653
Uskola;32
Usmi;32
Ussa;28
Ustinov;28
Usva;26
Utela;46
Utoslahti;61
Utriainen;1404
Utter;157
Utti;135
Uttula;63
Utukka;52
Utunen;145
Uuksulainen;182
Uunila;135
Uunimäki;31
Uunonen;31
Uuppo;38
Uura;29
Uurainen;79
Uuranmäki;28
Uurasjärvi;34
Uurasmaa;53
Uurinmäki;104
Uuro;24
Uurtamo;90
Uurtimo;24
Uurtio;63
Uurto;27
Uusaro;35
Uusi-Äijö;37
Uusiautti;49
Uusi-Autti;23
Uusi-Eskola;23
Uusihakala;30
Uusi-Hakala;25
Uusi-Hakimo;25
Uusihanni;26
Uusi-Heikkilä;29
Uusiheimala;62
Uusihonko;22
Uusi-Illikainen;166
Uusi-Jaakkola;32
Uusi-Kakkuri;24
Uusikallio;22
Uusikangas;41
Uusikari;30
Uusikartano;280
Uusikauppila;27
Uusi-Kerttula;30
Uusi-Kilponen;20
Uusikivi;31
Uusi-Kokko;26
Uusikorpi;35
Uusikoski;38
Uusi-Kouvo;28
Uusikylä;94
Uusi-Kyyny;38
Uusila;23
Uusi-Laitila;29
Uusilehto;36
Uusi-Luomalahti;32
Uusimaa;260
Uusi-Maahi;45
Uusimäki;638
Uusi-Marttila;30
Uusinarkaus;72
Uusiniemi;22
Uusi-Niemi;24
Uusiniitty;32
Uusinoka;44
Uusi-Oukari;34
Uusipaasto;30
Uusipaavalniemi;48
Uusipaikka;97
Uusi-Pantti;45
Uusi-Pohjola;93
Uusiportimo;45
Uusipulkamo;61
Uusi-Rajasalo;36
Uusi-Ranta;30
Uusi-Rantala;43
Uusi-Rasi;36
Uusi-Rauva;65
Uusi-Ristaniemi;20
Uusi-Salava;23
Uusisalmi;39
Uusisalo;39
Uusi-Seppä;29
Uusi-Seppälä;23
Uusi-Simola;36
Uusitalo;5448
Uusitorppa;64
Uusitupa;257
Uusi-Uitto;22
Uusi-Uola;28
Uusi-Vähälä;28
Uusi-Viitala;22
Uusivirta;168
Uusivuo;21
Uusivuori;43
Uuskartano;25
Uuskoski;92
Uus-Leponiemi;32
Uusnäkki;52
Uusoksa;43
Uuspelto;35
Uussaari;54
Uussilta;26
Uustalo;34
Uutela;1030
Uutinen;132
Uuttana;21
Uuttera;50
Uuttu;318
Uysal;23
Uzun;20
Vaahensalo;20
Vaaherkumpu;23
Vaahtera;430
Vaahtio;37
Vaahto;50
Vaahtoniemi;24
Vaahtoranta;48
Vaaja;97
Vaajakari;31
Vaajakivi;25
Vaajala;31
Vaajamo;49
Vaajanen;49
Vaajasaari;41
Vaajoensuu;39
Vaajoki;21
Vaak;31
Vaakanainen;222
Vaalama;23
Vaalamo;30
Vaalavuo;20
Vaalgamaa;25
Vaali;40
Vaalio;24
Vaalivirta;23
Vaaljoki;24
Vaalto;32
Väänänen;4656
Vaani;23
Vaara;1141
Väärä;127
Vaarakallio;43
Vääräkangas;65
Vääräkoski;46
Vaarala;833
Väärälä;303
Vaaralahti;36
Vaarama;29
Vaaramaa;95
Väärämäki;81
Vaaramo;61
Vaaranen;68
Vääränen;118
Vaaraniemi;190
Vääräniemi;356
Vaarankorpi;57
Vaaranmaa;170
Vaaranto;20
Vaarapuro;38
Vääräsmäki;34
Vaarasuo;28
Vaari;98
Vääri;37
Vääriskoski;43
Vaarna;49
Vaarne;28
Vaartio;34
Vaasvainio;20
Väätäinen;1315
Väätäjä;226
Väätämöinen;105
Väätänen;253
Vaateri;30
Väättänen;21
Väätti;47
Vaattovaara;376
Vacker;74
Vacklin;55
Vadén;46
Vaelma;23
Vaenerberg;39
Vaetoja;20
Våg;48
Vägar;34
Väglund;23
Vaha;60
Vähä;393
Vähäaho;190
Vähä-Antila;29
Vähä-Ettala;43
Vähä-Heikkilä;48
Vähä-Herttua;37
Vähähyyppä;69
Vähä-Jaakkola;56
Vähäjärvi;39
Vähäjylkkä;172
Vähäkainu;162
Vähäkallio;31
Vähäkangas;843
Vähäkari;43
Vähä-Karvia;27
Vähäkoski;140
Vähä-Krekula;24
Vähäkuopus;612
Vähäkylä;48
Vähäkyttä;28
Vahala;328
Vähälä;173
Vahalahti;64
Vähä-Lassila;36
Vähälummukka;70
Vähämaa;376
Vahamäki;34
Vähämäki;624
Vähä-Mäkilä;25
Vähämartti;27
Vähämiko;23
Vähämöttönen;27
Vahanen;23
Vähänen;257
Vähäniemi;64
Vähäniitty;74
Vähänikkilä;53
Vahanne;30
Vahanto;45
Vähäoja;45
Vähäpassi;50
Vähä-Peltomäki;54
Vähäpesola;47
Vähä-Pietilä;52
Vähä-Piikkiö;44
Vähärautio;111
Vähä-Ruka;28
Vähä-Ruohola;21
Vähäsaari;60
Vähäsalo;202
Vähäsantanen;90
Vähäsarja;372
Vähäsavo;20
Vähä-Savo;45
Vähäsoini;84
Vähäsöyrinki;522
Vähätaini;30
Vähätalo;610
Vähätiitto;256
Vähätörmä;62
Vähä-Touru;37
Vähätupa;75
Vähäuski;33
Vähä-Vahe;32
Vähävihu;33
Vähä-Ypyä;24
Vahe;59
Vahekoski;75
Vahela;21
Vahera;27
Vaheri;62
Vaheristo;47
Vaherkoski;20
Vahertimo;25
Vahla;80
Vahlberg;73
Vahlman;69
Vahlroos;112
Vahlsten;86
Vaho;36
Vahos;42
Vahosalmi;41
Vähtäri;22
Vahter;118
Vahtera;806
Vahteri;92
Vahteristo;153
Vahtikari;39
Vahto;24
Vahtokari;67
Vahtola;273
Vahvanen;89
Vahvaselkä;170
Vahvelainen;159
Vaihi;22
Vaihinen;46
Väihkönen;103
Vaihoja;54
Vaija;107
Väike;43
Vaikkinen;46
Vaikko;22
Vaikonpää;26
Vaimala;25
Väinä;37
Väinämö;180
Vaine;31
Vainik;25
Vainikainen;1234
Vainikka;1268
Vainikkala;27
Vainila;38
Vaininen;28
Vainio;6762
Vainio-Kaila;33
Vainiokangas;48
Vainiola;133
Vainiomäki;206
Vainio-Mattila;40
Vainioniemi;24
Vainionkulma;28
Vainionpää;1759
Vainionperä;42
Vainiontaus;20
Vainio-Pekka;23
Vainioranta;79
Vainiotalo;61
Vainola;26
Väinölä;427
Vainonen;246
Vainoniemi;26
Vaintola;27
Vairinen;54
Vairio;30
Väisälä;102
Väisänen;9872
Vaismaa;114
Vaissalo;28
Vaissi;60
Vaiste;23
Vaistila;21
Vaisto;27
Väistö;622
Väistölä;22
Vaitinen;59
Vaitiniemi;94
Vaitomaa;26
Vaitti;39
Vaittinen;1455
Vajanto;30
Vajavaara;44
Väkelä;22
Väkevä;304
Väkeväinen;458
Väkimies;28
Väkinen;53
Väkiparta;406
Vakkala;169
Vakkanen;24
Vakkari;122
Vakkeri;22
Vakkila;167
Vakkilainen;193
Vakkuri;384
Vakoniemi;50
Valaja;79
Valajärvi;45
Valakari;23
Valander;32
Valanne;94
Valanta;25
Valaranta;33
Valasmo;32
Valasti;28
Valavaara;51
Valavuo;51
Valde;21
Valden;37
Valdén;27
Valdolin;24
Valén;47
Valenius;39
Valentin;159
Valento;20
Valerius;43
Väliahde;28
Väliahdet;47
Väliaho;583
Väliharju;52
Väliheikki;176
Välijärvi;59
Välijeesiö;48
Valikainen;130
Välikallio;21
Välikangas;607
Välikorpi;56
Välikoski;82
Välilä;381
Välilehto;36
Valima;24
Välimaa;1592
Välimäki;3209
Valin;46
Välinen;101
Välineva;33
Väliniemi;76
Valio;71
Välipakka;108
Välipirtti;34
Väliranta;34
Välisaari;129
Välisalmi;31
Välisalo;113
Väli-Tainio;25
Välitalo;530
Väli-Torala;74
Välitorppa;20
Välivaara;59
Väliviita;92
Väljä;138
Valjakka;748
Valjanen;78
Valjus;353
Valkama;2312
Valkamo;92
Välke;56
Valkeajärvi;71
Valkeajoki;35
Valkeakari;38
Valkeala;46
Valkealahti;173
Valkeamäki;31
Valkeaniemi;21
Valkeapää;687
Valkeasuo;25
Valkeavirta;20
Valkeejärvi;170
Valkeeniemi;37
Valkeinen;514
Valkeisenmäki;68
Valkendorff;25
Valkiainen;53
Valkiala;54
Valkila;147
Valkjärvi;98
Valkki;41
Välkki;85
Välkkilä;133
Valkkio;24
Välkky;96
Välkkynen;41
Valkokivi;30
Valkola;219
Valkoma;23
Valkonen;2542
Valkoniemi;21
Valkosalo;43
Vall;77
Valla;37
Vallamo;23
Välläri;45
Vallas;54
Vallast;20
Vallasvuo;25
Vallbacka;32
Valldén;55
Valle;288
Valleala;24
Vallenius;324
Vallgren;76
Valli;1437
Vallila;104
Valliluoto;27
Vallimäki;23
Vallin;449
Vallinaho;26
Vallinen;116
Vallineva;35
Vallinheimo;21
Vallinkoski;93
Vallinmäki;34
Vallinoja;28
Vallioniemi;72
Valliovuo;22
Vallisto;20
Vallittu;143
Vallius;520
Vallivaara;91
Vallo;165
Vallström;22
Vallunen;26
Valmari;47
Valmu;42
Valmunen;66
Valo;830
Valojää;22
Valojärvi;22
Valokorpi;26
Valoma;20
Valonen;473
Valorinta;69
Valosaari;36
Valovaara;32
Valovirta;104
Valovuori;24
Valpas;83
Valpio;34
Valpola;60
Valppu;92
Valsberg;34
Valsi;27
Välske;20
Valsta;20
Valta;714
Valtakari;39
Valtakoski;42
Valtala;20
Valtamäki;32
Valtamo;55
Valtanen;1548
Valtari;211
Valtasaari;48
Valtatie;30
Valtavaara;61
Valtavirta;26
Valtee;73
Valtiala;41
Valtimo;21
Valto;125
Valtoaho;66
Valtokari;59
Valtola;98
Valtonen;4322
Valtti;33
Välttilä;60
Valu;27
Valve;491
Valvio;38
Vammelvirta;20
Van;20
Vana;35
Vanajas;30
Vanala;23
Vanamo;220
Vandell;68
Vång;36
Vangonen;23
Vanha;91
Vanha-aho;77
Vanhahonko;29
Vanhainen;26
Vanha-Jaakkola;24
Vanhakangas;45
Vanhakartano;44
Vanhakylä;40
Vanhala;1619
Vanhalahti;20
Vanhalakka;149
Vanhamaa;33
Vanhamäki;170
Vanhanarkaus;23
Vanhanen;1790
Vanhapelto;77
Vanha-Perttula;34
Vanhapiha;122
Vanharanta;42
Vanha-Rauvola;20
Vanha-Similä;30
Vanhatalo;1263
Vanhatapio;71
Vanhatupa;80
Vanha-Viitakoski;36
Vanhoja;30
Vankka;95
Vannas;93
Vanne;332
Vannemaa;22
Vannesluoma;50
Vänni;231
Vanninen;619
Vänninen;89
Vänninmaja;31
Vanonen;134
Vänskä;1463
Vantanen;49
Väntänen;80
Vante;20
Vanto;33
Vantola;40
Väntönen;45
Väntsi;113
Vanttaja;88
Väntti;60
Vänttilä;389
Vänttinen;1143
Vapaavuori;189
Vapalahti;120
Vapamaa;28
Vapaniemi;24
Vapola;128
Vappula;183
Vara;44
Varajärvi;43
Varakas;60
Varala;75
Värälä;20
Varalahti;20
Varamäki;49
Varanka;83
Varantola;20
Väre;657
Värelä;27
Varelius;62
Vares;59
Varesvuo;26
Varga;39
Varha;27
Varhala;22
Varhama;26
Varhe;27
Varheenmaa;53
Varhelahti;31
Varhimo;36
Varho;213
Varila;409
Värilä;30
Varimo;21
Varin;40
Varinen;42
Värinen;64
Varis;2899
Varismäki;58
Varjakoski;27
Varjamo;52
Varjanto;23
Varje;26
Varjela;22
Varjo;359
Varjola;210
Varjonen;1158
Varjoranta;148
Varjos;24
Varjosalo;20
Varjotie;38
Varjus;320
Varkila;27
Varkka;21
Varkki;47
Varkoi;32
Varma;38
Varmanen;46
Varmo;28
Varmola;33
Värn;26
Varneslahti;24
Värnström;55
Varo;36
Varonen;765
Varpa;84
Varpainen;37
Varpalahti;22
Varpamäki;26
Varpanen;34
Varpe;24
Varpela;30
Varpenius;151
Varpio;68
Varpiola;49
Varpomaa;23
Varpukari;20
Varpula;266
Varpu-Luoma;22
Varpunen;24
Värrälä;29
Värränkivi;45
Värre;24
Värri;242
Varrio;79
Värriö;24
Varsa;27
Varsala;35
